question_id,answer,grade
7,عداوة الملك محمد الخامس و الرئيس الفرنسي كانت السبب وراء نفيه.,0
7,امتناعه عن توقيع الظهائر والمصادقة على قرارات الإقامة العامة.,2
7,لا اعلم,0
7,اختارالسلطان الامتناع عن توقيع الظهائر والمصادقة على قرارات الإقامة العامة واتجاهه العلني نحو اتخاذ موقف مساند لسياسة حزب الاستقلال.,2
7,تم نفي الملك محمد الخامس من فرنسا بعد أن تم إصدار مذكرة بحقه من قبل النيابة العامة الفرنسية.,0
7,قامت السلطات الفرنسية بتنحية و نفي محمد الخامس حينما اختار الامتناع عن توقيع الظهائر.,2
7,دعوته لإجراء إصلاحات سياسية واقتصادية في المغرب بما يخدم مصلحة الشعب.,1
7,امتناعه عن توقيع الظهائر.,2
7,معارضته للتوجهات الفرنسية بقيامه بسن سياسة رفض التوقيع على الظهائر,2
7,اختار السلطان الامتناع عن توقيع الظهائر والمصادقة على قرارات الإقامة العامة واتجاهه العلني نحو اتخاذ موقف مساند لسياسة حزب الاستقلال.,2
7,معارضته للاحتلال الفرنسي و رفضه للتوقيع على الظهائر,2
7,الامتناع عن توقيع الظهائر والمصادقة على قرارات الإقامة العامة .,2
7,اختارالسلطان الامتناع عن توقيع الظهائر والمصادقة على قرارات الإقامة العامة واتجاهه العلني نحو اتخاذ موقف مساند لسياسة حزب الاستقلال.,2
7,خلافه مع رئيس فرنسا,0
7,قامت السلطات الفرنسية بتنحية و نفي محمد الخامس حينما اختار الامتناع عن توقيع الظهائر و المصادقة على قرارات الإقامة العامة واتجاهه العلني نحو اتخاذ موقف مساند لسياسة حزب الاستقلال.,2
7,مساندته لسياسة حزب الاستقلال,1
7,تنحية ونفي محمد الخامس حينما اختار السلطان الامتناع عن توقيع الظهائر والمصادقة على قرارات الإقامة العامة واتجاهه العلني نحو اتخاذ موقف مساند لسياسة حزب الاستقلال,2
7,مطالبته باستقلال المغرب,1
7,دعمه للحركة الوطنية المغربية وقيادته للنضال من أجل استعادة استقلال المغرب.,2
7,تأكيده على الهوية المغربية والتمسك بالقيم والتراث الوطني.,2
7,مطالبته بتطبيق الحكم الذاتي للمغرب بدلاً من الاستعمار الفرنسي.,1
7,قيادته للجهود الدبلوماسية لكسب الدعم الدولي للقضية المغربية.,2
7,تمسكه بالسيادة المغربية على كامل التراب، بما في ذلك الأقاليم المحتلة.,2
7,قيامه بأعمال تجسس لصالح دولة أجنبية.,0
7,رمزيته وشعبيته الواسعة التي جعلته تهديدًا للسلطات الاستعمارية الفرنسية,2
7,دعمه للثوار والمقاومة المغربية ضد الاستعمار الفرنسي.,2
7,تورطه في تمويل الإرهاب ودعم المجموعات المتطرفة.,0
7,تأثيره وشعبيته الكبيرة بين الشعب المغربي وتمسكه بالقضية الوطنية.,2
7,صضةىي,0
7,تمسكه بالعرش ورفضه التخلي عن مكانته كملك للمغرب في ظل الوصاية الفرنسية.,2
7,تورطه في تجارة المخدرات وغسيل الأموال.,0
7,مطالبته بإنهاء النظام الاستعماري وتحقيق حرية وكرامة الشعب المغربي,2
7,قيادته لحركة انفصالية تهدف إلى استقلال منطقة في المغرب وانفصالها عن السلطات الفرنسية,0
7,تمسكه بالثقافة والتراث المغربيين ورفضه للتهويد الثقافي.,1
7,ارتكابه لجرائم جنائية في المغرب.,0
7,مشاركته في نضال الشعب المغربي من أجل الحرية والاستقلال.,1
7,تحدثه بصوت عالٍ عن حقوق المغاربة ومعاناتهم تحت الاستعمار الفرنسي.,2
7,محاولته للإطاحة بالحكومة الفرنسية.,0
7,رفضه التعاون الكامل مع السلطات الفرنسية وتبعيته الكاملة لها.,1
7,قيامه بزيارات خارجية لدول أخرى للترويج للقضية المغربية وكسب الدعم الدولي.,2
7,تورطه في عمليات إرهابية دولية.,0
7,انتقاده لسياسات الاستغلال الاقتصادي للمغرب من قبل فرنسا.,1
7,دعمه للحركات الوطنية العربية والإفريقية ضد الاستعمار.,1
7,اتهامه بالتآمر ضد الدول الأوروبية.,0
7,مطالبته بتوفير فرص عمل للشباب المغربي وتحسين الظروف الاقتصادية في البلاد,1
7,رفضه التعاون الكامل مع السلطات الاستعمارية ومحاولته لاستعادة السيادة.,2
7,ارتباطه بتنظيمات إسلامية متطرفة.,0
7,اختار السلطان الامتناع عن توقيع الظهائر والمصادقة على قرارات الإقامة العامة واتجاهه العلني نحو اتخاذ موقف مساند لسياسة حزب الاستقلال.,2
7,اتهامه بانتهاك حقوق الإنسان في المغرب.,0
7,انتقاده لسيطرة الفرنسيين على الثروات الطبيعية للمغرب.,1
7,تهديده للأمن الوطني الفرنسي والاستقرار الإقليمي,0
7,دعوته للمزيد من الاستقلالية السياسية للمغرب.,1
7,رفضه للتهويد الثقافي والحفاظ على اللغة العربية والهوية الإسلامية في المغرب.,2
7,لانه ملك المغرب,0
7,تحفظه تجاه سياسات الاستعمار الفرنسية في المغرب.,1
7,تأثيره الكبير على الشعب المغربي وقدرته على توحيدهم وتحفيزهم للنضال.,2
7,انخراطه في أعمال تجارة غير قانونية وتهريب المواد المحظورة,0
7,مطالبته بتحسين ظروف المعيشة للمغاربة تحت الحكم الفرنسي.,1
7,ايبرخث,0
7,تأييده لحقوق الشعوب في تقرير المصير والاستقلال.,1
7,نديده بالقمع الفرنسي وانتهاك حقوق الإنسان في المغرب.,2
7,توجهه نحو تعزيز الهوية الوطنية المغربية والحفاظ على القيم والتقاليد.,1
7,مطالبته بإنهاء النظام الاستعماري وتحقيق حرية وكرامة الشعب المغربي.,2
7,رفضه للتبعية السياسية والاقتصادية للمغرب لفرنسا.,1
